"Category","DirectoryName","RelativePath","FullPath","DirectFileCount","CsvCount","JsonCount","MarkdownCount","PowerShellCount"
"OTHER","ecosystem-reference-architecture-definition","complete-ecosystem-reference-architecture/ecosystem-reference-architecture-definition","C:\Users\18177\morning-star\complete-ecosystem-reference-architecture\ecosystem-reference-architecture-definition","3","0","0","3","0"
"OTHER","final-consolidation","complete-ecosystem-reference-architecture/final-consolidation","C:\Users\18177\morning-star\complete-ecosystem-reference-architecture\final-consolidation","3","0","0","3","0"
"OTHER","unified-reference-model-construction","complete-ecosystem-reference-architecture/unified-reference-model-construction","C:\Users\18177\morning-star\complete-ecosystem-reference-architecture\unified-reference-model-construction","3","0","0","3","0"
"OTHER","constitution","constitution","C:\Users\18177\morning-star\constitution","19","0","0","19","0"
"OTHER","governance","constitution/governance","C:\Users\18177\morning-star\constitution\governance","1","0","0","1","0"
"OTHER","registries","constitution/registries","C:\Users\18177\morning-star\constitution\registries","7","7","0","0","0"
"OTHER","continuous-architecture-stewardship","continuous-architecture-stewardship","C:\Users\18177\morning-star\continuous-architecture-stewardship","0","0","0","0","0"
"OTHER","architecture-state-preservation","continuous-architecture-stewardship/architecture-state-preservation","C:\Users\18177\morning-star\continuous-architecture-stewardship\architecture-state-preservation","3","0","0","3","0"
"OTHER","cross-system-integrity-monitoring","continuous-architecture-stewardship/cross-system-integrity-monitoring","C:\Users\18177\morning-star\continuous-architecture-stewardship\cross-system-integrity-monitoring","3","0","0","3","0"
"OTHER","ecosystem-monitoring","continuous-architecture-stewardship/ecosystem-monitoring","C:\Users\18177\morning-star\continuous-architecture-stewardship\ecosystem-monitoring","3","0","0","3","0"
"OTHER","final-consolidation","continuous-architecture-stewardship/final-consolidation","C:\Users\18177\morning-star\continuous-architecture-stewardship\final-consolidation","6","0","0","6","0"
"OTHER","long-term-architecture-stewardship","continuous-architecture-stewardship/long-term-architecture-stewardship","C:\Users\18177\morning-star\continuous-architecture-stewardship\long-term-architecture-stewardship","3","0","0","3","0"
"OTHER","next-generation-architecture-development","continuous-architecture-stewardship/next-generation-architecture-development","C:\Users\18177\morning-star\continuous-architecture-stewardship\next-generation-architecture-development","3","0","0","3","0"
"OTHER","strategic-evolution-planning","continuous-architecture-stewardship/strategic-evolution-planning","C:\Users\18177\morning-star\continuous-architecture-stewardship\strategic-evolution-planning","3","0","0","3","0"
"OTHER","continuous-evolution","continuous-evolution","C:\Users\18177\morning-star\continuous-evolution","0","0","0","0","0"
"OTHER","architecture-evolution","continuous-evolution/architecture-evolution","C:\Users\18177\morning-star\continuous-evolution\architecture-evolution","3","0","0","3","0"
"OTHER","ecosystem-growth","continuous-evolution/ecosystem-growth","C:\Users\18177\morning-star\continuous-evolution\ecosystem-growth","3","0","0","3","0"
"OTHER","future-architecture","continuous-evolution/future-architecture","C:\Users\18177\morning-star\continuous-evolution\future-architecture","3","0","0","3","0"
"OTHER","research-expansion","continuous-evolution/research-expansion","C:\Users\18177\morning-star\continuous-evolution\research-expansion","3","0","0","3","0"
"OTHER","technology-watch","continuous-evolution/technology-watch","C:\Users\18177\morning-star\continuous-evolution\technology-watch","3","0","0","3","0"
"OTHER","continuous-evolution-architecture","continuous-evolution-architecture","C:\Users\18177\morning-star\continuous-evolution-architecture","0","0","0","0","0"
"OTHER","adaptive-system-optimization","continuous-evolution-architecture/adaptive-system-optimization","C:\Users\18177\morning-star\continuous-evolution-architecture\adaptive-system-optimization","3","0","0","3","0"
"OTHER","final-consolidation","continuous-evolution-architecture/final-consolidation","C:\Users\18177\morning-star\continuous-evolution-architecture\final-consolidation","3","0","0","3","0"
"OTHER","knowledge-evolution-framework","continuous-evolution-architecture/knowledge-evolution-framework","C:\Users\18177\morning-star\continuous-evolution-architecture\knowledge-evolution-framework","3","0","0","3","0"
"OTHER","perpetual-architecture-advancement","continuous-evolution-architecture/perpetual-architecture-advancement","C:\Users\18177\morning-star\continuous-evolution-architecture\perpetual-architecture-advancement","3","0","0","3","0"
"OTHER","recursive-architecture-monitoring","continuous-evolution-architecture/recursive-architecture-monitoring","C:\Users\18177\morning-star\continuous-evolution-architecture\recursive-architecture-monitoring","3","0","0","3","0"
"OTHER","continuous-governance","continuous-governance","C:\Users\18177\morning-star\continuous-governance","0","0","0","0","0"
"OTHER","architecture-drift-detection","continuous-governance/architecture-drift-detection","C:\Users\18177\morning-star\continuous-governance\architecture-drift-detection","3","0","0","3","0"
"OTHER","final-consolidation","continuous-governance/final-consolidation","C:\Users\18177\morning-star\continuous-governance\final-consolidation","3","0","0","3","0"
"OTHER","future-research-intake","continuous-governance/future-research-intake","C:\Users\18177\morning-star\continuous-governance\future-research-intake","3","0","0","3","0"
"OTHER","governance-monitoring-framework","continuous-governance/governance-monitoring-framework","C:\Users\18177\morning-star\continuous-governance\governance-monitoring-framework","3","0","0","3","0"
"OTHER","validation-renewal-pipeline","continuous-governance/validation-renewal-pipeline","C:\Users\18177\morning-star\continuous-governance\validation-renewal-pipeline","3","0","0","3","0"
"OTHER","cosmological-architecture-integration","cosmological-architecture-integration","C:\Users\18177\morning-star\cosmological-architecture-integration","0","0","0","0","0"
"OTHER","cross-domain-architecture-mapping","cosmological-architecture-integration/cross-domain-architecture-mapping","C:\Users\18177\morning-star\cosmological-architecture-integration\cross-domain-architecture-mapping","3","0","0","3","0"
"OTHER","final-consolidation","cosmological-architecture-integration/final-consolidation","C:\Users\18177\morning-star\cosmological-architecture-integration\final-consolidation","3","0","0","3","0"
"OTHER","foundational-principle-convergence","cosmological-architecture-integration/foundational-principle-convergence","C:\Users\18177\morning-star\cosmological-architecture-integration\foundational-principle-convergence","3","0","0","3","0"
"OTHER","integrated-reality-architecture-model","cosmological-architecture-integration/integrated-reality-architecture-model","C:\Users\18177\morning-star\cosmological-architecture-integration\integrated-reality-architecture-model","3","0","0","3","0"
"OTHER","universal-pattern-recognition-framework","cosmological-architecture-integration/universal-pattern-recognition-framework","C:\Users\18177\morning-star\cosmological-architecture-integration\universal-pattern-recognition-framework","3","0","0","3","0"
"OTHER","deployment-activation","deployment-activation","C:\Users\18177\morning-star\deployment-activation","0","0","0","0","0"
"OTHER","deployment-records","deployment-activation/deployment-records","C:\Users\18177\morning-star\deployment-activation\deployment-records","3","0","0","3","0"
"OTHER","domain-validation","deployment-activation/domain-validation","C:\Users\18177\morning-star\deployment-activation\domain-validation","3","0","0","3","0"
"OTHER","implementation-pathways","deployment-activation/implementation-pathways","C:\Users\18177\morning-star\deployment-activation\implementation-pathways","3","0","0","3","0"
"OTHER","operational-deployment","deployment-activation/operational-deployment","C:\Users\18177\morning-star\deployment-activation\operational-deployment","3","0","0","3","0"
"OTHER","pilot-programs","deployment-activation/pilot-programs","C:\Users\18177\morning-star\deployment-activation\pilot-programs","3","0","0","3","0"
"OTHER","domain-ecosystems","domain-ecosystems","C:\Users\18177\morning-star\domain-ecosystems","4","0","0","4","0"
"OTHER","aviation-aerospace","domain-ecosystems/aviation-aerospace","C:\Users\18177\morning-star\domain-ecosystems\aviation-aerospace","4","0","0","4","0"
"OTHER","defense-security","domain-ecosystems/defense-security","C:\Users\18177\morning-star\domain-ecosystems\defense-security","4","0","0","4","0"
"OTHER","education","domain-ecosystems/education","C:\Users\18177\morning-star\domain-ecosystems\education","4","0","0","4","0"
"OTHER","finance","domain-ecosystems/finance","C:\Users\18177\morning-star\domain-ecosystems\finance","4","0","0","4","0"
"OTHER","government","domain-ecosystems/government","C:\Users\18177\morning-star\domain-ecosystems\government","4","0","0","4","0"
"OTHER","healthcare","domain-ecosystems/healthcare","C:\Users\18177\morning-star\domain-ecosystems\healthcare","4","0","0","4","0"
"OTHER","infrastructure","domain-ecosystems/infrastructure","C:\Users\18177\morning-star\domain-ecosystems\infrastructure","4","0","0","4","0"
"OTHER","ecosystem","ecosystem","C:\Users\18177\morning-star\ecosystem","0","0","0","0","0"
"OTHER","community","ecosystem/community","C:\Users\18177\morning-star\ecosystem\community","4","0","0","4","0"
"OTHER","deployment","ecosystem/deployment","C:\Users\18177\morning-star\ecosystem\deployment","4","0","0","4","0"
"OTHER","funding","ecosystem/funding","C:\Users\18177\morning-star\ecosystem\funding","4","0","0","4","0"
"OTHER","institutions","ecosystem/institutions","C:\Users\18177\morning-star\ecosystem\institutions","4","0","0","4","0"
"OTHER","integration","ecosystem/integration","C:\Users\18177\morning-star\ecosystem\integration","4","0","0","4","0"
"OTHER","research","ecosystem/research","C:\Users\18177\morning-star\ecosystem\research","4","0","0","4","0"
"OTHER","ecosystem-intelligence","ecosystem-intelligence","C:\Users\18177\morning-star\ecosystem-intelligence","0","0","0","0","0"
"OTHER","ecosystem-memory","ecosystem-intelligence/ecosystem-memory","C:\Users\18177\morning-star\ecosystem-intelligence\ecosystem-memory","3","0","0","3","0"
"OTHER","ecosystem-modeling","ecosystem-intelligence/ecosystem-modeling","C:\Users\18177\morning-star\ecosystem-intelligence\ecosystem-modeling","3","0","0","3","0"
"OTHER","ecosystem-monitoring","ecosystem-intelligence/ecosystem-monitoring","C:\Users\18177\morning-star\ecosystem-intelligence\ecosystem-monitoring","3","0","0","3","0"
"OTHER","relationship-intelligence","ecosystem-intelligence/relationship-intelligence","C:\Users\18177\morning-star\ecosystem-intelligence\relationship-intelligence","3","0","0","3","0"
"OTHER","strategic-analysis","ecosystem-intelligence/strategic-analysis","C:\Users\18177\morning-star\ecosystem-intelligence\strategic-analysis","3","0","0","3","0"
"OTHER","ecosystem-release","ecosystem-release","C:\Users\18177\morning-star\ecosystem-release","0","0","0","0","0"
"OTHER","architecture-summary","ecosystem-release/architecture-summary","C:\Users\18177\morning-star\ecosystem-release\architecture-summary","3","0","0","3","0"
"OTHER","dependency-lineage","ecosystem-release/dependency-lineage","C:\Users\18177\morning-star\ecosystem-release\dependency-lineage","3","0","0","3","0"
"OTHER","final-publication","ecosystem-release/final-publication","C:\Users\18177\morning-star\ecosystem-release\final-publication","4","0","0","4","0"
"OTHER","version-registry","ecosystem-release/version-registry","C:\Users\18177\morning-star\ecosystem-release\version-registry","3","0","0","3","0"
"OTHER","ecosystem-impact-measurement","ecosystem-scale-readiness/ecosystem-impact-measurement","C:\Users\18177\morning-star\ecosystem-scale-readiness\ecosystem-impact-measurement","3","0","0","3","0"
"OTHER","final-consolidation","ecosystem-scale-readiness/final-consolidation","C:\Users\18177\morning-star\ecosystem-scale-readiness\final-consolidation","3","0","0","3","0"
"OTHER","global-knowledge-distribution","ecosystem-scale-readiness/global-knowledge-distribution","C:\Users\18177\morning-star\ecosystem-scale-readiness\global-knowledge-distribution","3","0","0","3","0"
"OTHER","operational-scaling-model","ecosystem-scale-readiness/operational-scaling-model","C:\Users\18177\morning-star\ecosystem-scale-readiness\operational-scaling-model","3","0","0","3","0"
"OTHER","ecosystem-scaling","ecosystem-scaling","C:\Users\18177\morning-star\ecosystem-scaling","0","0","0","0","0"
"OTHER","domain-expansion","ecosystem-scaling/domain-expansion","C:\Users\18177\morning-star\ecosystem-scaling\domain-expansion","3","0","0","3","0"
"OTHER","future-capability-planning","ecosystem-scaling/future-capability-planning","C:\Users\18177\morning-star\ecosystem-scaling\future-capability-planning","3","0","0","3","0"
"OTHER","institutional-expansion","ecosystem-scaling/institutional-expansion","C:\Users\18177\morning-star\ecosystem-scaling\institutional-expansion","3","0","0","3","0"
"OTHER","maturity-model","ecosystem-scaling/maturity-model","C:\Users\18177\morning-star\ecosystem-scaling\maturity-model","3","0","0","3","0"
"OTHER","partnership-growth","ecosystem-scaling/partnership-growth","C:\Users\18177\morning-star\ecosystem-scaling\partnership-growth","3","0","0","3","0"
"OTHER","eternal-architecture-stewardship","eternal-architecture-stewardship","C:\Users\18177\morning-star\eternal-architecture-stewardship","0","0","0","0","0"
"OTHER","autonomous-evolution-governance","eternal-architecture-stewardship/autonomous-evolution-governance","C:\Users\18177\morning-star\eternal-architecture-stewardship\autonomous-evolution-governance","3","0","0","3","0"
"OTHER","final-consolidation","eternal-architecture-stewardship/final-consolidation","C:\Users\18177\morning-star\eternal-architecture-stewardship\final-consolidation","3","0","0","3","0"
"OTHER","infinite-architecture-renewal","eternal-architecture-stewardship/infinite-architecture-renewal","C:\Users\18177\morning-star\eternal-architecture-stewardship\infinite-architecture-renewal","3","0","0","3","0"
"OTHER","recursive-ecosystem-intelligence","eternal-architecture-stewardship/recursive-ecosystem-intelligence","C:\Users\18177\morning-star\eternal-architecture-stewardship\recursive-ecosystem-intelligence","3","0","0","3","0"
"OTHER","universal-knowledge-continuity","eternal-architecture-stewardship/universal-knowledge-continuity","C:\Users\18177\morning-star\eternal-architecture-stewardship\universal-knowledge-continuity","3","0","0","3","0"
"OTHER","MS-001_CONSTITUTIONAL_INITIALIZATION","execution/MS-001_CONSTITUTIONAL_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-001_CONSTITUTIONAL_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-002_ENTRY_ONTOLOGY_INITIALIZATION","execution/MS-002_ENTRY_ONTOLOGY_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-002_ENTRY_ONTOLOGY_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-003_CONSTITUTIONAL_NAVIGATION_INITIALIZATION","execution/MS-003_CONSTITUTIONAL_NAVIGATION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-003_CONSTITUTIONAL_NAVIGATION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-004_ECOSYSTEM_ORIENTATION_INITIALIZATION","execution/MS-004_ECOSYSTEM_ORIENTATION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-004_ECOSYSTEM_ORIENTATION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-005_FRAMEWORK_DISCOVERY_INITIALIZATION","execution/MS-005_FRAMEWORK_DISCOVERY_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-005_FRAMEWORK_DISCOVERY_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION","execution/MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-006_CONSTITUTIONAL_LEARNING_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION","execution/MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-007_CONSTITUTIONAL_COMPREHENSION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION","execution/MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-008_CONSTITUTIONAL_APPLICATION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION","execution/MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-009_CONSTITUTIONAL_EVALUATION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION","execution/MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION","execution/MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION","execution/MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION","execution/MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION","13","0","0","13","0"
"OTHER","MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION","execution/MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION","C:\Users\18177\morning-star\execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION","13","0","0","13","0"
"OTHER","assurance-reporting","execution-assurance/assurance-reporting","C:\Users\18177\morning-star\execution-assurance\assurance-reporting","3","0","0","3","0"
"OTHER","runtime-assurance","execution-assurance/runtime-assurance","C:\Users\18177\morning-star\execution-assurance\runtime-assurance","3","0","0","3","0"
"OTHER","external-engagement","external-engagement","C:\Users\18177\morning-star\external-engagement","5","0","0","5","0"
"OTHER","collaborators","external-engagement/collaborators","C:\Users\18177\morning-star\external-engagement\collaborators","3","0","0","3","0"
"OTHER","feedback-management","external-engagement/feedback-management","C:\Users\18177\morning-star\external-engagement\feedback-management","3","0","0","3","0"
"OTHER","institutions","external-engagement/institutions","C:\Users\18177\morning-star\external-engagement\institutions","3","0","0","3","0"
"OTHER","researchers","external-engagement/researchers","C:\Users\18177\morning-star\external-engagement\researchers","3","0","0","3","0"
"OTHER","reviewers","external-engagement/reviewers","C:\Users\18177\morning-star\external-engagement\reviewers","3","0","0","3","0"
"OTHER","external-validation","external-validation","C:\Users\18177\morning-star\external-validation","2","0","0","2","0"
"OTHER","collaboration-tracking","external-validation/collaboration-tracking","C:\Users\18177\morning-star\external-validation\collaboration-tracking","3","0","0","3","0"
"OTHER","institutional-feedback","external-validation/institutional-feedback","C:\Users\18177\morning-star\external-validation\institutional-feedback","3","0","0","3","0"
"OTHER","peer-review","external-validation/peer-review","C:\Users\18177\morning-star\external-validation\peer-review","3","0","0","3","0"
"OTHER","revision-management","external-validation/revision-management","C:\Users\18177\morning-star\external-validation\revision-management","3","0","0","3","0"
"OTHER","technical-feedback","external-validation/technical-feedback","C:\Users\18177\morning-star\external-validation\technical-feedback","3","0","0","3","0"
"OTHER","final-architecture-certification-framework","final-architecture-certification-framework","C:\Users\18177\morning-star\final-architecture-certification-framework","0","0","0","0","0"
"OTHER","complete-repository-audit","final-architecture-certification-framework/complete-repository-audit","C:\Users\18177\morning-star\final-architecture-certification-framework\complete-repository-audit","3","0","0","3","0"
"OTHER","cross-framework-consistency-validation","final-architecture-certification-framework/cross-framework-consistency-validation","C:\Users\18177\morning-star\final-architecture-certification-framework\cross-framework-consistency-validation","3","0","0","3","0"
"OTHER","final-consolidation","final-architecture-certification-framework/final-consolidation","C:\Users\18177\morning-star\final-architecture-certification-framework\final-consolidation","3","0","0","3","0"
"OTHER","final-documentation-release-assembly","final-architecture-certification-framework/final-documentation-release-assembly","C:\Users\18177\morning-star\final-architecture-certification-framework\final-documentation-release-assembly","3","0","0","3","0"
"OTHER","v1.0.0-public-reference-state","final-architecture-certification-framework/v1.0.0-public-reference-state","C:\Users\18177\morning-star\final-architecture-certification-framework\v1.0.0-public-reference-state","3","0","0","3","0"
"OTHER","final-consolidation-publication-state","final-consolidation-publication-state","C:\Users\18177\morning-star\final-consolidation-publication-state","0","0","0","0","0"
"OTHER","complete-architecture-validation","final-consolidation-publication-state/complete-architecture-validation","C:\Users\18177\morning-star\final-consolidation-publication-state\complete-architecture-validation","3","0","0","3","0"
"OTHER","final-documentation-consolidation","final-consolidation-publication-state/final-documentation-consolidation","C:\Users\18177\morning-star\final-consolidation-publication-state\final-documentation-consolidation","3","0","0","3","0"
"OTHER","final-validation","final-consolidation-publication-state/final-validation","C:\Users\18177\morning-star\final-consolidation-publication-state\final-validation","3","0","0","3","0"
"OTHER","public-release-architecture","final-consolidation-publication-state/public-release-architecture","C:\Users\18177\morning-star\final-consolidation-publication-state\public-release-architecture","3","0","0","3","0"
"OTHER","reference-state-freeze","final-consolidation-publication-state/reference-state-freeze","C:\Users\18177\morning-star\final-consolidation-publication-state\reference-state-freeze","3","0","0","3","0"
"OTHER","funding-activation","funding-activation","C:\Users\18177\morning-star\funding-activation","0","0","0","0","0"
"OTHER","foundation-outreach","funding-activation/foundation-outreach","C:\Users\18177\morning-star\funding-activation\foundation-outreach","3","0","0","3","0"
"OTHER","funding-records","funding-activation/funding-records","C:\Users\18177\morning-star\funding-activation\funding-records","3","0","0","3","0"
"OTHER","grant-strategy","funding-activation/grant-strategy","C:\Users\18177\morning-star\funding-activation\grant-strategy","3","0","0","3","0"
"OTHER","sponsorship-model","funding-activation/sponsorship-model","C:\Users\18177\morning-star\funding-activation\sponsorship-model","3","0","0","3","0"
"OTHER","sustainability-plan","funding-activation/sustainability-plan","C:\Users\18177\morning-star\funding-activation\sustainability-plan","3","0","0","3","0"
"OTHER","global-architecture-operations","global-architecture-operations","C:\Users\18177\morning-star\global-architecture-operations","0","0","0","0","0"
"OTHER","continuous-improvement-engine","global-architecture-operations/continuous-improvement-engine","C:\Users\18177\morning-star\global-architecture-operations\continuous-improvement-engine","3","0","0","3","0"
"OTHER","ecosystem-governance-network","global-architecture-operations/ecosystem-governance-network","C:\Users\18177\morning-star\global-architecture-operations\ecosystem-governance-network","3","0","0","3","0"
"OTHER","final-consolidation","global-architecture-operations/final-consolidation","C:\Users\18177\morning-star\global-architecture-operations\final-consolidation","3","0","0","3","0"
"OTHER","global-architecture-stewardship","global-architecture-operations/global-architecture-stewardship","C:\Users\18177\morning-star\global-architecture-operations\global-architecture-stewardship","3","0","0","3","0"
"OTHER","operational-intelligence-framework","global-architecture-operations/operational-intelligence-framework","C:\Users\18177\morning-star\global-architecture-operations\operational-intelligence-framework","3","0","0","3","0"
"OTHER","global-knowledge-infrastructure","global-knowledge-infrastructure","C:\Users\18177\morning-star\global-knowledge-infrastructure","0","0","0","0","0"
"OTHER","global-access-framework","global-knowledge-infrastructure/global-access-framework","C:\Users\18177\morning-star\global-knowledge-infrastructure\global-access-framework","3","0","0","3","0"
"OTHER","institutional-memory","global-knowledge-infrastructure/institutional-memory","C:\Users\18177\morning-star\global-knowledge-infrastructure\institutional-memory","3","0","0","3","0"
"OTHER","knowledge-distribution","global-knowledge-infrastructure/knowledge-distribution","C:\Users\18177\morning-star\global-knowledge-infrastructure\knowledge-distribution","3","0","0","3","0"
"OTHER","knowledge-network","global-knowledge-infrastructure/knowledge-network","C:\Users\18177\morning-star\global-knowledge-infrastructure\knowledge-network","3","0","0","3","0"
"OTHER","research-aggregation","global-knowledge-infrastructure/research-aggregation","C:\Users\18177\morning-star\global-knowledge-infrastructure\research-aggregation","3","0","0","3","0"
"OTHER","global-operating-model","global-operating-model","C:\Users\18177\morning-star\global-operating-model","1","0","0","1","0"
"OTHER","civilization-scale-architecture-model","global-operating-model/civilization-scale-architecture-model","C:\Users\18177\morning-star\global-operating-model\civilization-scale-architecture-model","3","0","0","3","0"
"OTHER","final-consolidation","global-operating-model/final-consolidation","C:\Users\18177\morning-star\global-operating-model\final-consolidation","3","0","0","3","0"
"OTHER","global-research-coordination","global-operating-model/global-research-coordination","C:\Users\18177\morning-star\global-operating-model\global-research-coordination","3","0","0","3","0"
"OTHER","operational-governance-network","global-operating-model/operational-governance-network","C:\Users\18177\morning-star\global-operating-model\operational-governance-network","3","0","0","3","0"
"OTHER","governance","governance","C:\Users\18177\morning-star\governance","20","2","0","18","0"
"OTHER","finalization","governance/finalization","C:\Users\18177\morning-star\governance\finalization","4","0","0","4","0"
"OTHER","repository","governance/repository","C:\Users\18177\morning-star\governance\repository","6","0","0","6","0"
"OTHER","versioning","governance/versioning","C:\Users\18177\morning-star\governance\versioning","4","0","0","4","0"
"OTHER","governance-stewardship","governance-stewardship","C:\Users\18177\morning-star\governance-stewardship","2","0","0","2","0"
"OTHER","accountability-framework","governance-stewardship/accountability-framework","C:\Users\18177\morning-star\governance-stewardship\accountability-framework","3","0","0","3","0"
"OTHER","constitutional-maintenance","governance-stewardship/constitutional-maintenance","C:\Users\18177\morning-star\governance-stewardship\constitutional-maintenance","3","0","0","3","0"
"OTHER","governance-operations","governance-stewardship/governance-operations","C:\Users\18177\morning-star\governance-stewardship\governance-operations","3","0","0","3","0"
"OTHER","policy-management","governance-stewardship/policy-management","C:\Users\18177\morning-star\governance-stewardship\policy-management","3","0","0","3","0"
"OTHER","stewardship-continuity","governance-stewardship/stewardship-continuity","C:\Users\18177\morning-star\governance-stewardship\stewardship-continuity","3","0","0","3","0"
"OTHER","impact-activation","impact-activation","C:\Users\18177\morning-star\impact-activation","0","0","0","0","0"
"OTHER","adoption-analysis","impact-activation/adoption-analysis","C:\Users\18177\morning-star\impact-activation\adoption-analysis","3","0","0","3","0"
"OTHER","ecosystem-impact","impact-activation/ecosystem-impact","C:\Users\18177\morning-star\impact-activation\ecosystem-impact","3","0","0","3","0"
"OTHER","impact-measurement","impact-activation/impact-measurement","C:\Users\18177\morning-star\impact-activation\impact-measurement","3","0","0","3","0"
"OTHER","outcomes-archive","impact-activation/outcomes-archive","C:\Users\18177\morning-star\impact-activation\outcomes-archive","3","0","0","3","0"
"OTHER","institutionalization","institutionalization","C:\Users\18177\morning-star\institutionalization","0","0","0","0","0"
"OTHER","ecosystem-partnership-registry","institutionalization/ecosystem-partnership-registry","C:\Users\18177\morning-star\institutionalization\ecosystem-partnership-registry","3","0","0","3","0"
"OTHER","external-collaboration-model","institutionalization/external-collaboration-model","C:\Users\18177\morning-star\institutionalization\external-collaboration-model","3","0","0","3","0"
"OTHER","final-consolidation","institutionalization/final-consolidation","C:\Users\18177\morning-star\institutionalization\final-consolidation","3","0","0","3","0"
"OTHER","long-term-stewardship-model","institutionalization/long-term-stewardship-model","C:\Users\18177\morning-star\institutionalization\long-term-stewardship-model","3","0","0","3","0"
"OTHER","standards-alignment-framework","institutionalization/standards-alignment-framework","C:\Users\18177\morning-star\institutionalization\standards-alignment-framework","3","0","0","3","0"
"OTHER","intelligence-infrastructure","intelligence-infrastructure","C:\Users\18177\morning-star\intelligence-infrastructure","0","0","0","0","0"
"OTHER","analysis-framework","intelligence-infrastructure/analysis-framework","C:\Users\18177\morning-star\intelligence-infrastructure\analysis-framework","3","0","0","3","0"
"OTHER","decision-support","intelligence-infrastructure/decision-support","C:\Users\18177\morning-star\intelligence-infrastructure\decision-support","3","0","0","3","0"
"OTHER","insight-management","intelligence-infrastructure/insight-management","C:\Users\18177\morning-star\intelligence-infrastructure\insight-management","3","0","0","3","0"
"OTHER","pattern-analysis","intelligence-infrastructure/pattern-analysis","C:\Users\18177\morning-star\intelligence-infrastructure\pattern-analysis","3","0","0","3","0"
"OTHER","pattern-recognition-framework","intelligence-infrastructure/pattern-recognition-framework","C:\Users\18177\morning-star\intelligence-infrastructure\pattern-recognition-framework","1","0","0","1","0"
"OTHER","reasoning-models","intelligence-infrastructure/reasoning-models","C:\Users\18177\morning-star\intelligence-infrastructure\reasoning-models","3","0","0","3","0"
"OTHER","intelligent-governance-architecture","intelligent-governance-architecture","C:\Users\18177\morning-star\intelligent-governance-architecture","0","0","0","0","0"
"OTHER","adaptive-governance-intelligence","intelligent-governance-architecture/adaptive-governance-intelligence","C:\Users\18177\morning-star\intelligent-governance-architecture\adaptive-governance-intelligence","3","0","0","3","0"
"OTHER","constitutional-decision-architecture","intelligent-governance-architecture/constitutional-decision-architecture","C:\Users\18177\morning-star\intelligent-governance-architecture\constitutional-decision-architecture","3","0","0","3","0"
"OTHER","final-consolidation","intelligent-governance-architecture/final-consolidation","C:\Users\18177\morning-star\intelligent-governance-architecture\final-consolidation","3","0","0","3","0"
"OTHER","governance-intelligence-framework","intelligent-governance-architecture/governance-intelligence-framework","C:\Users\18177\morning-star\intelligent-governance-architecture\governance-intelligence-framework","3","0","0","3","0"
